0.054861085	3.4959	1.659070583	0.289642857	0.019096292
0.081608438	4.775628571	1.721261991	0.451111111	0.05885829
0.110717283	4.680997143	1.394217555	0.451285714	0.099921296
0.133894788	4.78984	1.153409411	0.396571429	0.08597864
0.173605456	4.406842857	1.807904392	0.428163265	0.074406159
0.211684889	8.202364286	2.438271216	0.450714286	0.143890903
0.240290072	6.025014286	2.531943818	0.594642857	0.235558119
0.279488076	10.07043429	2.139533965	0.816285714	0.067628034
0.311643986	9.384294505	3.742143828	0.814395604	0.113353979
0.335546773	11.66081905	5.900827844	0.833428571	0.095157299
0.36928266	13.28589524	4.863430309	0.898690476	0.053950905
0.406629513	14.94262857	4.015708214	0.906785714	0.048917274
0.435070145	15.71981714	5.82734608	0.905285714	0.109728887
0.470517912	16.98719643	7.297395599	0.902321429	0.132431032
0.498420622	19.86417143	3.341069811	0.872285714	0.092359546
0.535537966	20.91916	11.96439951	0.871028571	0.220768794
0.565895861	27.38355102	15.35687689	0.928979592	0.180928468
0.60507809	15.55742857	9.01037243	0.725714286	0.234876336
0.639018884	19.67262857	6.510801065	0.820285714	0.147688033
0.662784662	24.20280357	10.54003935	0.928035714	0.14911976
0.704230633	29.23991746	13.96060491	0.942857143	0.116780314
0.728053889	29.30379592	12.29793001	0.899387755	0.134176806
0.756869219	22.20485455	8.623644648	0.954805195	0.072206858
0.79355011	25.72232653	8.141612989	0.877755102	0.124889511
0.82653044	19.17264762	5.228732033	0.80047619	0.124406254
0.856503225	17.48755714	7.210625151	0.719285714	0.18537102
0.892164573	16.24444898	6.480706456	0.767959184	0.144679916
0.925572017	9.388447619	5.545832464	0.579619048	0.165029345
0.956248943	14.26888722	5.314616542	0.707593985	0.109324704
0.989651312	12.12621429	7.333711572	0.626703297	0.222833814
1.018714038	10.97244762	7.12757098	0.526785714	0.262096548
1.057675705	11.22563158	5.98175524	0.616015038	0.174080107
1.088055889	6.399079121	5.054083931	0.441868132	0.192141844
1.119242547	10.4716874	3.852765341	0.631512605	0.156850355
1.143089057	5.471021429	2.127805052	0.357857143	0.047654154
1.179748722	6.752096429	2.336086643	0.514375	0.201171612
1.211806825	7.726298413	2.136349199	0.529365079	0.159961888
1.245692187	5.562053333	2.781745485	0.318	0.091533868
1.283441085	6.93482449	1.983119829	0.356734694	0.055934751
