seg seg cht_mean slope_mean relief_mean Lh_mean
258 258 -0.195160075314 0.72831760251 31.448167364 42.6290677824
259 259 -0.132689469945 0.470029639344 12.148747541 25.6507289617
260 260 -0.206267493724 0.457350016736 9.73679343096 21.2977380753
261 261 -0.267730243363 0.476594889381 11.5057784513 23.9340327434
262 262 -0.257124803738 0.529571168224 15.2916481308 28.7087051402
263 263 -0.289006897872 0.533611144681 12.1156991064 22.618527234
264 264 -0.382853657534 0.511861812785 20.9169730594 40.6583680365
265 265 -0.232217627273 0.539586240909 19.9136181818 37.046195
266 266 -0.259043681564 0.605780301676 19.455350838 31.8887871508
267 267 -0.172371278481 0.593272388186 19.0859514768 31.9908700422
268 268 -0.239037371795 0.648103893162 19.6041816239 30.0772512821
269 269 -0.332055916318 0.688477016736 21.341958159 30.703225523
270 270 -0.307319966102 0.717134114407 23.6714639831 32.7387555085
271 271 -0.355419205021 0.749078552301 24.4093242678 32.2445995816
272 272 -0.364019700855 0.675894098291 20.3333688034 29.5951773504
273 273 -0.488257441176 0.632598276471 17.8496370588 27.8425223529
274 274 -0.170356983051 0.485949385593 12.0559618644 25.2041029661
275 275 -0.271771821256 0.479152396135 12.2280724638 25.7998748792
276 276 -0.265937138554 0.500204506024 14.4658801205 28.8807560241
277 277 -0.266028329114 0.55159214346 14.5045729958 26.0927590717
278 278 -0.169303695652 0.579778217391 13.8961454106 23.864621256
279 279 -0.255033387255 0.578704166667 14.080152451 24.1783696078
280 280 -0.179028078261 0.541830417391 18.785866087 34.4693247826
281 281 -0.247727117155 0.611645882845 21.8568995816 35.5969527197
282 282 -0.267883172269 0.634386613445 18.6097705882 29.0673756303
283 283 -0.314823426778 0.59671134728 17.5394288703 29.1388033473
284 284 -0.156494995708 0.564291064378 15.5330643777 27.2732909871
285 285 -0.25832740678 0.551865648305 16.7081707627 30.8229347458
286 286 -0.2462021625 0.5978913375 18.84771625 31.88836125
287 287 -0.302119221757 0.593637108787 17.6385849372 30.3756200837
288 288 -0.225091723404 0.486096523404 15.7424493617 34.4490046809
289 289 -0.295926912844 0.536547816514 16.3294550459 32.0065389908
290 290 -0.335494325581 0.537815172093 14.6138717674 27.5321167442
291 291 -0.35235599505 0.540082881188 13.5308425743 24.987080198
292 292 -0.416086044025 0.601188333333 12.2308553459 20.2191578616
293 293 -0.273707898876 0.570031921348 14.0131910112 24.1128179775
294 294 -0.238391613208 0.6522955 19.0733320755 28.3401320755
295 295 -0.288714786611 0.692303644351 23.0848782427 32.8360531381
296 296 -0.370137719665 0.717099941423 22.1675020921 30.7011874477
297 297 -0.365678852941 0.717104588235 20.7061352941 28.7254117647
298 298 -0.388768038298 0.672499757447 19.6953629787 28.9921059574
299 299 -0.352448083333 0.634056611111 17.6445009259 27.5879657407
300 300 -0.321822771654 0.625347362205 12.8132244094 20.4835102362
301 301 -0.284405054622 0.644411323529 15.6892147059 24.2774953782
302 302 -0.257907321739 0.659442908696 19.362356087 29.1674552174
303 303 -0.272541297872 0.620202812766 18.2248122128 29.0553689362
304 304 -0.0976219411765 0.291048987395 6.6830344958 22.9542016807
305 305 -0.088031167364 0.320648246862 6.84220251046 21.614741841
306 306 -0.126872012448 0.412355091286 8.61192589212 21.0708103734
307 307 -0.115307267782 0.410080820084 8.97816723849 21.7957050209
308 308 -0.177303106838 0.443850388889 12.171442094 27.2374051282
309 309 -0.195908276471 0.490448064706 12.3812775882 25.4373764706
310 310 -0.366805817778 0.613215084444 10.2698882667 16.2397088889
311 311 -0.279222140271 0.563819298643 13.224349638 23.2105828054
312 312 -0.275075627737 0.517572839416 11.9352058394 22.8163051095
313 313 -0.192431791489 0.44908713617 11.2266809362 25.0210693617
314 314 -0.151355742489 0.232810764807 4.54840290178 11.3301950086
315 315 -0.150082255411 0.408246246753 6.99242411255 17.6253588745
316 316 -0.0890011862069 0.281785241379 8.53873717241 30.6869510345
317 317 -0.0874427400881 0.317822484581 8.14622365639 25.5573374449
318 318 -0.0458279375 0.261991703125 7.232966875 27.3357333333
319 319 -0.0711693776824 0.298703660944 9.75935622318 33.4542639485
320 320 -0.07900890625 0.424018915179 8.52924066964 20.2420504464
321 321 -0.093718454955 0.425589576577 12.0790618018 27.9768594595
322 322 -0.173276188285 0.530618778243 15.9429033473 30.1209594142
323 323 -0.172709317829 0.566056372093 18.8736248062 33.2198248062
324 324 -0.228029213333 0.602952551111 19.4599773333 32.0947555556
325 325 -0.257233704301 0.594925715054 17.4416763441 29.0040978495
326 326 -0.2037 0.552364419048 14.0621095238 25.1555971429
327 327 -0.190214826484 0.535153917808 13.5086810046 24.9230954338
328 328 -0.147333684685 0.509001445946 13.5929413964 26.6038531532
329 329 -0.162556851695 0.569995690678 17.7266055085 30.7225334746
330 330 -0.28429825523 0.556956493724 17.6411874477 30.9548121339
331 331 -0.2562139447 0.589348539171 19.3518156682 32.7402930876
332 332 -0.134640612245 0.546395163265 17.77095 32.1764392857
333 333 -0.151708743842 0.531919669951 16.0638807882 29.6044236453
334 334 -0.217516111111 0.477642666667 15.7799822222 32.8614222222
335 335 -0.151586109589 0.488848328767 19.3455349315 39.3698917808
336 336 -0.283967796296 0.580565805556 18.6697310185 32.2434050926
337 337 -0.192713228814 0.589315279661 17.9876512712 30.6889966102
338 338 -0.211923335526 0.570566546053 16.2976585526 28.4147401316
339 339 -0.289658635965 0.614850092105 14.5532907895 23.187375
340 340 -0.339747025105 0.652206288703 15.7798460251 23.7436351464
341 341 -0.376152426471 0.668120772059 17.9865955882 26.4154742647
342 342 -0.207715136792 0.615670485849 17.6101193396 28.2949811321
343 343 -0.192626486111 0.600097416667 15.5343951389 25.4729118056
344 344 -0.214515074689 0.660785539419 14.3863377593 21.8335410788
345 345 -0.0881325116279 0.232113162791 5.14730413953 22.0566009302
346 346 -0.0529118619247 0.299777937238 9.41152966527 31.0207912134
347 347 0.0498932790698 0.224045193798 3.94592695349 16.1653787597
348 348 -0.147129634615 0.383260028846 8.519988125 23.8030658654
349 349 -0.229384123894 0.416267827434 7.48136880531 18.3966584071
350 350 -0.174061359606 0.411293448276 9.50890339901 23.6068857143
351 351 -0.214829354978 0.50818812987 12.647854026 25.2247406926
352 352 -0.201812280543 0.546954841629 10.2831177828 18.2728438914
353 353 -0.129007671533 0.46930359854 8.29175919708 17.3190182482
354 354 -0.179325098039 0.497540823529 18.2498617647 35.9971911765
355 355 -0.197072495763 0.543575173729 14.2089629237 25.8068144068
356 356 -0.181540446352 0.476688 6.42349120172 13.0200533476
357 357 -0.257361221757 0.471911974895 6.69600648536 14.0826226778
358 358 -0.0950521212121 0.256359769697 8.59645812121 33.51298
359 359 -0.170791406926 0.41593395671 10.1417785281 24.640482684
360 360 -0.205680032609 0.480383179348 10.6084585326 22.1216956522
361 361 -0.222378104167 0.487495036458 12.3139369792 25.3579375
362 362 -0.211671957082 0.547488266094 12.6561072961 23.1658360515
363 363 -0.140812474576 0.518640740113 14.5037299435 27.7059129944
364 364 -0.128019132159 0.28523339207 3.99059832599 14.1770846696
365 365 -0.0866380695652 0.250889586957 5.17101856522 20.4799291304
366 366 -0.0917243234043 0.283365587234 4.94155059574 17.7728710638
367 367 -0.186685826087 0.380104586957 5.01380456522 12.9477154348
368 368 -0.204625330612 0.526908616327 14.6431171429 27.4610546939
369 369 -0.18256939749 0.485671945607 13.163257364 27.2569238494
370 370 -0.169035756477 0.42376734715 9.16579937824 21.7747756477
371 371 -0.100391005291 0.317934513228 12.3640862434 38.8297730159
372 372 -0.118749654971 0.366843508772 9.26448532164 25.7060251462
373 373 -0.0988091703057 0.416988934498 12.2978581223 29.1384737991
374 374 -0.170832655367 0.517645615819 13.3787299435 26.3177338983
375 375 -0.171188777778 0.497842570048 15.0661236715 30.0240888889
376 376 -0.303649770701 0.553006063694 15.4654203822 27.628088535
377 377 -0.275394248276 0.565187965517 16.2368055172 28.3487558621
378 378 -0.254372417722 0.550471101266 15.5861917722 27.9726848101
379 379 -0.248362760331 0.483081008264 10.2169529752 20.1409256198
380 380 -0.168997251256 0.506209371859 12.8654415578 24.6284341709
381 381 -0.152836551913 0.392534551913 12.1183345355 29.7423224044
382 382 -0.113714165254 0.451297144068 14.7324440678 32.4657364407
383 383 -0.186593395722 0.54751871123 18.4850347594 33.7006721925
384 384 -0.192171474419 0.615392302326 17.4051688372 28.2602181395
385 385 -0.417700380753 0.671237782427 11.9064887029 17.4534322176
386 386 -0.394373524064 0.643734550802 12.2430395722 18.5621454545
387 387 -0.106335080717 0.289349044843 4.55401775785 15.4006188789
388 388 -0.0840198185841 0.274813858407 5.54732061947 20.2938141593
389 389 -0.0678293771186 0.230613572034 5.32038817797 23.4203084746
390 390 -0.321617 0.182355777778 4.41421111111 23.2871222222
391 391 0.0 0.0 0.0 0.0
392 392 -0.0317305252525 0.198856282828 6.05862070707 29.3797676768
393 393 -0.0432634046512 0.202377483721 8.90298065116 43.7520809302
394 394 -0.0585777572254 0.233133242775 10.5078094798 46.137467052
395 395 -0.0826825671642 0.294549 10.1982128358 35.3220537313
396 396 -0.057453085 0.3245185 9.1072451 28.3238835
397 397 -0.0488798917526 0.307612850515 13.1196752577 42.9249546392
398 398 -0.0578127234043 0.341789761702 11.4299482979 33.2449017021
399 399 -0.0636165561798 0.366930870787 11.0605405618 30.6964483146
400 400 -0.156746104603 0.434723552301 10.6161925105 24.4157230126
401 401 -0.119866456067 0.529073242678 9.52990786611 17.7148711297
402 402 -0.140807304545 0.496702309091 10.5763324091 20.9144131818
403 403 -0.158110294643 0.487394419643 10.3628413393 20.90818125
404 404 -0.317928352941 0.677061764706 18.9135188235 27.5276
405 405 -0.4261864 0.658838407692 15.33012 22.8624846154
406 406 -0.0480794301075 0.172047924731 5.26161494624 30.2190860215
407 407 -0.0499707130802 0.194106822785 6.3955864135 33.4418122363
408 408 -0.0598746542056 0.234422883178 5.30784757009 23.2020551402
409 409 -0.064639190678 0.236169788136 4.84207474576 20.4159288136
410 410 -0.0422318044444 0.22537288 6.85250204444 30.3728142222
411 411 -0.0615041186441 0.258240248588 8.06917531073 31.3845062147
412 412 -0.0704315063291 0.295759599156 8.55900371308 28.904964557
413 413 -0.0680221510791 0.271498755396 5.41327043165 19.3215827338
414 414 -0.200863378947 0.526828894737 14.7168263158 27.7936526316
415 415 -0.310385728033 0.547309104603 12.1463574477 21.9582292887
416 416 -0.256719379747 0.533908831224 16.0912514768 30.0080481013
417 417 -0.326126882845 0.559659117155 13.6743497908 24.2738217573
418 418 -0.207075287554 0.61603767382 16.9541828326 27.1998939914
419 419 -0.20478377439 0.568504713415 13.3680884146 23.3498426829
420 420 -0.229842644231 0.609862177885 12.0451225962 19.4378620192
421 421 -0.22922283908 0.532195247126 12.0705163218 22.8140005747
422 422 -0.123728235294 0.338513282353 7.41884035294 21.3354588235
